location_name,latitude,longitude,parameter,value,unit,timestamp
Barcelona - Palau Reial,41.387,2.117,O3,48.24,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.35,mg/m³,2026-06-13T19:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,1.4,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,35.21,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,41.02,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,50.2,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,34.91,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.36,mg/m³,2026-06-13T18:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,1.2,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,19.02,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,39.5,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,34.61,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,50.62,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.82,mg/m³,2026-06-13T17:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,5.88,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,25.56,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,49.18,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,34.83,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,63.55,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.74,mg/m³,2026-06-13T16:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,14.29,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,10.88,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,56.33,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,39.61,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,38.08,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.97,mg/m³,2026-06-14T15:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,14.72,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,24.7,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,26.44,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,46.67,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,36.81,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.24,mg/m³,2026-06-14T14:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,2.8,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,10.12,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,17.6,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,21.94,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,64.86,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.45,mg/m³,2026-06-14T13:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,5.84,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,40.87,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,33.7,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,48.38,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,32.06,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.47,mg/m³,2026-06-14T12:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,1.57,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,11.76,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,23.93,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,23.85,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,26.21,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.33,mg/m³,2026-06-14T11:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,7.45,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,13.25,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,28.21,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,40.17,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,68.33,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.17,mg/m³,2026-06-14T10:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,12.19,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,30.12,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,14.09,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,58.68,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,84.46,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.22,mg/m³,2026-06-14T09:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,4.88,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,37.25,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,47.41,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,24.23,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,34.65,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.8,mg/m³,2026-06-14T08:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,7.78,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,29.73,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,28.45,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,38.13,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,72.32,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.17,mg/m³,2026-06-14T07:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,4.53,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,33.53,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,54.76,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,40.58,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,57.25,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.3,mg/m³,2026-06-14T06:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,7.26,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,26.3,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,22.12,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,28.46,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,46.41,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.14,mg/m³,2026-06-14T05:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,5.51,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,13.46,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,26.37,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,20.99,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,82.34,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,1.23,mg/m³,2026-06-14T04:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,10.51,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,36.57,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,34.92,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,19.35,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,57.6,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,1.21,mg/m³,2026-06-14T03:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,11.44,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,22.27,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,16.38,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,29.19,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,45.42,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,1.33,mg/m³,2026-06-14T02:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,8.99,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,19.24,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,59.33,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,45.29,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,36.61,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.29,mg/m³,2026-06-14T01:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,3.14,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,14.84,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,18.03,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,24.33,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,39.96,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.43,mg/m³,2026-06-14T00:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,13.55,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,8.21,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,36.23,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,35.52,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,88.77,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.31,mg/m³,2026-06-13T23:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,6.57,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,43.78,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,53.28,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,55.85,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,38.05,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.42,mg/m³,2026-06-13T22:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,10.36,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,42.18,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,37.84,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,43.58,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,39.6,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,1.56,mg/m³,2026-06-13T21:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,3.62,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,17.95,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,31.27,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,40.38,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,36.97,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.32,mg/m³,2026-06-13T20:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,9.55,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,16.55,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,39.06,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,22.72,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,53.68,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,1.11,mg/m³,2026-06-13T19:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,1.73,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,18.46,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,16.72,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,18.17,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,89.3,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.71,mg/m³,2026-06-13T18:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,12.34,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,15.19,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,44.08,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,53.01,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,61.69,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,1.0,mg/m³,2026-06-13T17:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,6.77,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM2.5,18.95,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Poblenou,41.407,2.204,PM10,56.48,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Poblenou,41.407,2.204,NO2,56.53,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Poblenou,41.407,2.204,O3,87.55,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Poblenou,41.407,2.204,CO,0.34,mg/m³,2026-06-13T16:07:24.406039
Barcelona - Poblenou,41.407,2.204,SO2,11.23,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,42.53,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,19.06,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,18.32,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Sants,41.375,2.136,O3,71.88,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.19,mg/m³,2026-06-14T15:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,12.79,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,10.59,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,49.76,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,25.08,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Sants,41.375,2.136,O3,31.46,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.41,mg/m³,2026-06-14T14:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,12.4,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,31.61,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,36.15,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,32.94,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Sants,41.375,2.136,O3,81.4,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.85,mg/m³,2026-06-14T13:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,12.43,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,22.57,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,28.85,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,38.13,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Sants,41.375,2.136,O3,41.1,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.52,mg/m³,2026-06-14T12:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,8.04,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,14.29,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,54.98,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,34.19,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Sants,41.375,2.136,O3,58.05,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.82,mg/m³,2026-06-14T11:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,9.74,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,9.68,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,56.99,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,46.39,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Sants,41.375,2.136,O3,43.44,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.36,mg/m³,2026-06-14T10:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,12.12,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,29.8,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,36.67,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,59.69,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Sants,41.375,2.136,O3,75.2,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.39,mg/m³,2026-06-14T09:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,5.36,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,14.94,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,47.2,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,16.68,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Sants,41.375,2.136,O3,59.89,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.55,mg/m³,2026-06-14T08:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,13.27,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,18.68,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,51.06,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,20.53,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Sants,41.375,2.136,O3,79.25,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.34,mg/m³,2026-06-14T07:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,6.56,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,36.89,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,17.5,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,26.46,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Sants,41.375,2.136,O3,70.56,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.47,mg/m³,2026-06-14T06:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,9.98,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,32.76,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,37.14,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,27.59,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Sants,41.375,2.136,O3,44.2,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.45,mg/m³,2026-06-14T05:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,13.72,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,28.34,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,30.04,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,38.1,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Sants,41.375,2.136,O3,86.31,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.39,mg/m³,2026-06-14T04:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,9.21,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,25.24,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,40.57,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,15.91,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Sants,41.375,2.136,O3,81.05,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.87,mg/m³,2026-06-14T03:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,8.91,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,32.87,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,56.12,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,50.36,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Sants,41.375,2.136,O3,30.68,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.19,mg/m³,2026-06-14T02:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,9.49,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,21.97,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,46.82,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,61.72,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Sants,41.375,2.136,O3,84.79,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.96,mg/m³,2026-06-14T01:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,2.59,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,44.39,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,51.94,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,21.23,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Sants,41.375,2.136,O3,84.46,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.75,mg/m³,2026-06-14T00:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,8.26,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,28.65,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,29.95,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,17.74,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Sants,41.375,2.136,O3,43.46,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.63,mg/m³,2026-06-13T23:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,1.06,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,18.34,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,29.91,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,41.87,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Sants,41.375,2.136,O3,84.39,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.76,mg/m³,2026-06-13T22:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,5.86,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,34.5,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,32.61,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,26.23,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Sants,41.375,2.136,O3,51.67,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.37,mg/m³,2026-06-13T21:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,3.47,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,24.93,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,30.95,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,60.74,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Sants,41.375,2.136,O3,45.37,µg/m³,2026-06-13T20:07:24.406039
